amount,companyId,date,donorName,donorType,party,year,donor_has_won_tenders,amountString,dateOriginal
7000.0,,2022-09-19,ALEKSANDAR MARJANAC,person,SOCIJALISTIČKA PARTIJA,2022,,,
7000.0,,2022-09-19,PREDRAG MITROVIĆ,person,SOCIJALISTIČKA PARTIJA,2022,,,
7000.0,,2022-08-23,GORAN FILIPOVIĆ,person,UJEDINJENA SRPSKA,2022,,,
7000.0,,2022-09-27,NENAD STEVANDIĆ,person,UJEDINJENA SRPSKA,2022,,,
7000.0,,2022-11-07,AMIR JAŽIĆ,person,ZA NOVE GENERACIJE,2022,,,
6900.0,,2022-09-13,NENAD BABIC,person,NARODNA PARTIJA SRPSKE-DARKO BANJAC,2022,,,
6811.44,,2022-12-31,FAHRUDIN SKOPLJAK,person,SDA,2022,,,
6800.0,,2022-12-31,FARUK SELMANOVIĆ,person,SDA,2022,,,
6791.33,,2022-12-31,ALISA HAJDAROVIĆ,person,SDA,2022,,,
6700.0,,2022-12-31,ZINAJDA HADŽIĆ,person,SDA,2022,,,
6686.12,,2022-12-31,MIRALEM GALIJAŠEVIĆ,person,SDA,2022,,,
6468.1,,2022-12-31,ŠEMSUDIN DEDIĆ,person,SDA,2022,,,
6134.67,,2022-11-18,AMER OBRADOVIĆ,person,NEZAVISNI BLOK,2022,,,
6093.0,,2022-12-31,ALEN DIVOVIĆ,person,SDA,2022,,,
6050.0,,2022-05-19,VASILIJA PRELIĆ,person,OTADŽBINSKA STRANKA,2022,,,
6020.0,,2022-05-20,MARIJANA SAVIĆ,person,SAVEZ ZA DEMOKRATSKU SRPSKU,2022,,,
6000.0,,2022-04-18,JASMIN HANDŽIĆ,person,BH ZELENI,2022,,,
6000.0,,2022-03-07,SEVLID HURTIĆ,person,BH ZELENI,2022,,,
6000.0,,2022-05-04,MILOŠ STANIŠIĆ,person,DNS,2022,,,
6000.0,,2022-07-29,DANIJEL PUHALIĆ,person,NARODNA PARTIJA SRPSKE-DARKO BANJAC,2022,,,
6000.0,,2022-09-12,ALMA PALO,person,NAŠA STRANKA,2022,,,
6000.0,,2022-10-03,AMINA SEJDINOVIĆ,person,NAŠA STRANKA,2022,,,
6000.0,,2022-09-12,TANER ALIČEHAJIĆ,person,NAŠA STRANKA,2022,,,
6000.0,,2022-05-19,BORIVOJE TODIĆ,person,OTADŽBINSKA STRANKA,2022,,,
6000.0,,2022-05-19,NEBOJŠA TOJIĆ,person,OTADŽBINSKA STRANKA,2022,,,
6000.0,,2022-09-21,MUHIDIN BEZDROB,person,PLATFORMA ZA PROGRES,2022,,,
6000.0,,2022-07-13,MLADEN PETROVIĆ,person,REPUBLIČKA STRANKA SRPSKE,2022,,,
6000.0,,2022-05-19,DRAGIŠA VULETIĆ,person,SAVEZ ZA DEMOKRATSKU SRPSKU,2022,,,
6000.0,,2022-05-19,ŽELJKO JANKOVIĆ,person,SAVEZ ZA DEMOKRATSKU SRPSKU,2022,,,
6000.0,,2022-11-02,MAHIR ŽIGIĆ,person,SBB BIH,2022,,,
6000.0,,2022-12-31,AMIRZUKIĆ,person,SDA,2022,,,
6000.0,,2022-09-15,MIROSLAV SAVIĆ,person,SNSD,2022,,,
6000.0,,2022-09-16,RADE RAKIĆ,person,SNSD,2022,,,
6000.0,,2022-09-15,RAJKO NEŠKOVIĆ,person,SNSD,2022,,,
6000.0,,2022-09-19,MILOŠ UBIPARIP,person,SOCIJALISTIČKA PARTIJA,2022,,,
6000.0,,2022-09-19,OLIVER MARKOVIĆ,person,SOCIJALISTIČKA PARTIJA,2022,,,
6000.0,,2022-09-19,SRETEN ĆURLIĆ,person,SOCIJALISTIČKA PARTIJA,2022,,,
6000.0,,2022-09-12,VEDRANA BANOVIĆ,person,SOCIJALISTIČKA PARTIJA,2022,,,
6000.0,,2022-01-28,BERNANDA SELAK,person,SOCIJALISTIČKA PARTIJA SRPSKE-SPS,2022,,,
6000.0,,2022-07-12,ALEKSANDAR RISTIĆ,person,UJEDINJENA SRPSKA,2022,,,
6000.0,,2022-08-26,MILOŠ TANASKOVIĆ,person,UJEDINJENA SRPSKA,2022,,,
6000.0,,2022-11-07,NAIDA HUBANIĆ,person,ZA NOVE GENERACIJE,2022,,,
5892.0,,2022-12-27,ENIS BOGILOVIĆ,person,NAROD I PRAVDA,2022,,,
5780.0,,2022-09-26,VLATKO GLAVAŠ,person,DEMOKRATSKA FRONTA,2022,,,
5716.12,,2022-06-07,SNSD BRČKO,person,NARODNA PARTIJA SRPSKE-DARKO BANJAC,2022,,,
5700.0,,2022-12-21,SLAVKO MATANOVIC,person,DEMOKRATSKA FRONTA,2022,,,
5644.6,,2022-12-31,RIZAH HARAČIĆ,person,SDA,2022,,,
5500.0,,2022-08-08,HUSEIN KAJTEZOVIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
5500.0,,2022-12-31,DŽEMAL BEČIRHODŽIĆ,person,SDA,2022,,,
5500.0,,2022-05-26,MILOŠ ROSIĆ,person,UJEDINJENA SRPSKA,2022,,,
5500.0,,2022-05-19,DAMIR MARJANOVIĆ,person,ZA NOVE GENERACIJE,2022,,,
5470.0,,2022-12-31,HASAN BAJROVIĆ,person,A-sda,2022,,,
5383.72,,2022-12-31,NERMIN MANDRA,person,SDA,2022,,,
5379.95,,2022-08-28,SAKIBA HOTOVIĆ,person,PLATFORMA ZA PROGRES,2022,,,
5300.0,,2022-09-26,SIFET PODZIC,person,DEMOKRATSKA FRONTA,2022,,,
5200.0,,2022-07-15,ALMIR KARDAŠ,person,NAROD I PRAVDA,2022,,,
5100.0,,2022-08-05,RUSMIR POBRIĆ,person,NAROD I PRAVDA,2022,,,
5100.0,,2022-05-16,BOJAN LUKIĆ,person,SOCIJALISTIČKA PARTIJA,2022,,,
5020.0,,2022-09-15,SALIH GAFIĆ,person,PLATFORMA ZA PROGRES,2022,,,
5000.0,,2022-12-31,ARIF PEHLIĆ,person,A-sda,2022,,,
5000.0,,2022-12-31,CIVIC DŽEVAD,person,A-sda,2022,,,
5000.0,,2023-03-29,ALEKSANDRA MUZGONjA,person,DEMOKRATSKI SAVEZ,2023,,,
5000.0,,2023-03-29,ANKA ĐURIĆ ŠMITRAN,person,DEMOKRATSKI SAVEZ,2023,,,
5000.0,,2023-03-29,BRANKICA SIČANOVIĆ,person,DEMOKRATSKI SAVEZ,2023,,,
5000.0,,2023-03-29,DANKA IGNjATOVIĆ,person,DEMOKRATSKI SAVEZ,2023,,,
5000.0,,2023-03-29,DOBRILA MAJSTOROVIĆ,person,DEMOKRATSKI SAVEZ,2023,,,
5000.0,,2023-03-29,DRAGAN ČIVČIĆ,person,DEMOKRATSKI SAVEZ,2023,,,
5000.0,,2023-03-29,DUŠAN TIMARAC,person,DEMOKRATSKI SAVEZ,2023,,,
5000.0,,2023-03-29,NIKOLINA TRNINIĆ,person,DEMOKRATSKI SAVEZ,2023,,,
5000.0,,2023-03-29,SLAĐANA GAJIĆ,person,DEMOKRATSKI SAVEZ,2023,,,
5000.0,,2023-03-29,SLAVICA VITEZOVIĆ,person,DEMOKRATSKI SAVEZ,2023,,,
5000.0,,2022-04-27,MIRKO SAVIČIĆ,person,DNS,2022,,,
5000.0,,2022-04-04,MLADEN LUČIĆ,person,DNS,2022,,,
5000.0,,2022-04-27,RANKO BIJELICA,person,DNS,2022,,,
5000.0,,2022-05-06,SINIŠA RAUKOVIĆ,person,DNS,2022,,,
5000.0,,2022-09-26,LJILJA ZOVKO,person,HDZ BIH,2022,,,
5000.0,,2022-09-28,NI KIČA ŠUTALO,person,HDZ BIH,2022,,,
5000.0,,2022-09-08,ADIS PLJEVLJAK,person,NAROD I PRAVDA,2022,,,
5000.0,,2022-09-28,AMER ISMIČIĆ,person,NAROD I PRAVDA,2022,,,
5000.0,,2022-09-22,FIKRET HAJDAREVIĆ,person,NAROD I PRAVDA,2022,,,
5000.0,,2022-09-08,IBRAHIM KERLA,person,NAROD I PRAVDA,2022,,,
5000.0,,2022-09-27,NIHAD KESTENDŽIĆ,person,NAROD I PRAVDA,2022,,,
5000.0,,2022-12-27,SENAD REDŽOVIĆ,person,NAROD I PRAVDA,2022,,,
5000.0,,2022-07-19,VERNES MULIĆ,person,NAROD I PRAVDA,2022,,,
5000.0,,2023-03-22,ALEKSANDAR ZOBENICA,person,NARODNA PARTIJA SRPSKE-DARKO BANJAC,2023,,,
5000.0,,2022-08-04,BOJANA ĆIBIĆ,person,NARODNA PARTIJA SRPSKE-DARKO BANJAC,2022,,,
5000.0,,2022-05-16,DRAGAN MEKIĆ,person,NARODNA PARTIJA SRPSKE-DARKO BANJAC,2022,,,
5000.0,,2022-05-16,NEĐO TOMIĆ,person,NARODNA PARTIJA SRPSKE-DARKO BANJAC,2022,,,
5000.0,,2022-05-18,TANJA BABIĆ,person,NAŠA PRIČA REPUBLIKA SRPSKA,2022,,,
5000.0,,2022-09-09,RUSMIR HASETA,person,NAŠA STRANKA,2022,,,
5000.0,,2022-09-01,ANA KUKAVICA,person,PDP,2022,,,
5000.0,,2022-09-01,MIRA PEKIĆ,person,PDP,2022,,,
5000.0,,2022-09-20,JASMINA NUMANOVIĆ STJEPANOVIĆ,person,PLATFORMA ZA PROGRES,2022,,,
5000.0,,2022-09-26,ZORAN BRKIĆ,person,POKRET USPJEŠNA SRPSKA,2022,,,
5000.0,,2022-09-26,ŽIVKA MALIĆ,person,POKRET USPJEŠNA SRPSKA,2022,,,
5000.0,,2022-05-26,MLADEN RISTIĆ,person,REPUBLIČKA STRANKA SRPSKE,2022,,,
5000.0,,2022-07-15,PANTELIJA MIĆIĆ,person,REPUBLIČKA STRANKA SRPSKE,2022,,,
5000.0,,2022-05-24,SANJA LJUBINKOVIĆ,person,REPUBLIČKA STRANKA SRPSKE,2022,,,
5000.0,,2022-05-05,SANJA LJUBINKOVIĆ,person,REPUBLIČKA STRANKA SRPSKE,2022,,,
5000.0,,2022-11-02,EDIS RAMOVIĆ,person,SBB BIH,2022,,,
5000.0,,2022-11-02,MIRSAD KACILA,person,SBB BIH,2022,,,
5000.0,,2022-11-02,ZVONKO MARIĆ,person,SBB BIH,2022,,,
5000.0,,2022-12-31,ADMIR HADŽIEMRIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,ADMIR MULAOSMANOVIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,AIDA MULAHMETOVIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,AJMAN ŠOŠE,person,SDA,2022,,,
5000.0,,2022-12-31,ALEM OMERHODŽIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,AMIR RAMOVIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,ASIM MEKIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,ĆAZIM HUSKIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,DINO MUŠANOVIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,EDIN RAMIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,FADIL HADŽIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,FARIZ OSOJKIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,HARIS PAJIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,HAZIM RANČIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,HUSEJN MULAHMETOVIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,INEL ŠEJTANIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,JASMINA HAVIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,KEMAL BRATIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,KENAN DAUTOVIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,MEDIHA SULEJMANOVIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,MEŠA SELIMOVIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,MIRSAD MUJIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,MITHAT ASOTIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,MURIS PECO,person,SDA,2022,,,
5000.0,,2022-12-31,N U RD IN ŠATROVIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,NEDIM IBRAHIMOVIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,NEDŽAD HAJDAREVIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,NEDŽAD ORMAN,person,SDA,2022,,,
5000.0,,2022-12-31,NIHAD ORMAN,person,SDA,2022,,,
5000.0,,2022-12-31,NIJAZ ORMAN,person,SDA,2022,,,
5000.0,,2022-12-31,RASIM DACIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,SABAHUDIN KLISURA,person,SDA,2022,,,
5000.0,,2022-12-31,SALKAN MERDŽANIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,SEDIN KAHRIMAN,person,SDA,2022,,,
5000.0,,2022-12-31,SEMINA MEKIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,SUAD KUNOSIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,TAHIR LENDO,person,SDA,2022,,,
5000.0,,2022-12-31,VAHID ALAĐUZ,person,SDA,2022,,,
5000.0,,2022-12-31,VAHIDIN LUŠIJA,person,SDA,2022,,,
5000.0,,2022-12-31,VEZIRA AGIĆ,person,SDA,2022,,,
5000.0,,2022-12-31,VILDAN HAJIĆ,person,SDA,2022,,,
5000.0,,2022-04-27,ŠEĆUR BAŠOVIĆ,person,SDP BIH,2022,,,
5000.0,,2022-09-29,ALEKSANDRA ZUBAC,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-09-29,BOBAN KOSIĆ,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-09-19,BORIS KOMLjENOVIĆ,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-09-19,BRANKO BUNDALO,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-09-30,DUŠICA MITROVIĆ,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-08-30,KRISTINA KRUPLjANIN,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-05-13,LjILjANA KUZMANOVIĆ,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-09-09,MAPKO ЈАКОВЉЕВИЋ,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-09-19,MARKO MILjUŠ,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-09-29,MILAN ĐURANOVIĆ,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-09-19,MILOVAN OŽEGOVIĆ,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-08-30,MLADEN BOBAR,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-09-29,MLADEN TALIJAN,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-09-19,NIKOLA PRAŠTALO,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-09-29,PETAR JOKANOVIĆ,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-05-14,RISTO MARIĆ,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-08-31,STEFAN USORAC,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-08-30,STRAHINjA JURIŠIĆ,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-08-30,TAMARA SUMONjA,person,SOCIJALISTIČKA PARTIJA,2022,,,
5000.0,,2022-05-09,DEJAN PRPOŠ,person,SOCIJALISTIČKA PARTIJA SRPSKE-SPS,2022,,,
5000.0,,2022-10-07,MAJA VEKIĆ,person,SOCIJALISTIČKA PARTIJA SRPSKE-SPS,2022,,,
5000.0,,2022-10-07,MILAN MILAKOVIĆ,person,SOCIJALISTIČKA PARTIJA SRPSKE-SPS,2022,,,
5000.0,,2022-01-27,RADA GVERIĆ,person,SOCIJALISTIČKA PARTIJA SRPSKE-SPS,2022,,,
5000.0,,2022-09-16,FAHRUDIN ŠEHANOVIĆ,person,STRANKA ZA BIH,2022,,,
5000.0,,2022-08-17,ALEKSANDAR GUŽVIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-09-09,ALEKSANDAR ŠURLAN,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-31,ALEKSANDAR VLAČIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-05-26,BOJAN VIPOTNIK,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-23,BORISLAV KOJIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-10,BRANISLAV TEKIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-09-27,BRANISLAV TRIŠIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-09-07,DAJANA BANDUKA,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-05-25,DAJANA STUPAR,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-26,DANIJEL STOJANOVIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-05-25,DANIJELA LOLIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-31,DARIO BANDUKA,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-13,DRAGAN TRNINIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-06-02,DRAGANA VUKLIŠ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-05-26,ENEA HOTIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-05-11,IVANA TIMKO,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-05-28,JASNA MILEŠEVIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-18,JELENA PETKOVIĆ DABIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-05-11,KOSTADIN VASIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-18,LjUBICA RADOVIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-09-29,MAJA ПАРОВИЋ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-05-10,MAJA СТОЈАНОВИЋ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-08,MARIJA NIKOLIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-07-26,MARKO MIKEŠ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-10,MARKO VLAČIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-05-10,MIHAJLO VLAČIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-09-01,MILADIN RADOVIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-15,MILADIN RADOVIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-30,MILAN TODOROVIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-05-11,MILAN VASIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-09-12,MILENKO ROSIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-22,MILORAD RADIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-05-26,MILOŠ ROKVIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-09-09,MINjA ŠURLAN,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-09,MIROSLAV GAVRILOVIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-04,MIŠO KUZMANOVIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-29,MOMČILO MRMAT,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-09-09,NATAŠA STEVANDIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-05-10,NELA VLAČIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-05-11,NENAD PRODANOVIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-09,OGNjEN OBUĆINA,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-08,SLOBODAN JOVIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-06-03,SLOBODANKA MILOJEVIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-09-09,SNjEŽANA MARTIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-30,STEVO TODOROVIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-24,TIJANA BERETA JACIŠIN,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-05-10,VELIMIR STOJANOVIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-02,VESNA PETKOVIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-05-26,VESNA VIPOTNIK,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-08-24,ŽARKO KOVAČEVIĆ,person,UJEDINJENA SRPSKA,2022,,,
5000.0,,2022-12-01,ADNA BEŠIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-09-13,ADNA BEŠIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-09-01,ADNA BEŠIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-09-29,ADNAN MESIHOVIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-05-19,AFAN KALAMUJIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-09-01,AFAN KALAMUJIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-07-25,AFAN KALAMUJIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-07-22,ARIJANA TURKOVIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-06-28,ARIJANA TURKOVIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-08-31,AZRA OBHODŽAŠ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-07-22,DAMIR MARJANOVIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-09-01,ELVEDIN POTURAK,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-09-01,ENES DUPLJAK,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-05-20,IBRAHIM OBHODŽAŠ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-07-22,IBRAHIM OBHODŽAŠ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-09-29,JUKO DŽOGOVIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-09-29,KATARINA MARJANOVIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-08-31,KATARINA MARJANOVIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-11-07,KATARINA MARJANOVIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-09-30,MAHIRZAJMOVIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-11-07,MAHIRZAJMOVIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-08-03,MALIĆ HECO,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-06-29,MALIĆ HECO,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-09-29,NAIDA HUBANIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-08-31,NAIDA KAJMAKOVIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-08-03,NISAD AVDIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-06-29,NISAD AVDIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-09-29,SANELA DUPLJAK,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-07-22,TARIK JAŽIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-07-22,TARIK JAŽIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-08-03,VEDRAN HADŽIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-05-20,VEDRAN HADŽIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-07-22,VEDRAN HADŽIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-07-22,ZLATKO MILETIĆ,person,ZA NOVE GENERACIJE,2022,,,
5000.0,,2022-05-19,ZLATKO MILETIĆ,person,ZA NOVE GENERACIJE,2022,,,
4999.0,,2022-12-31,HASAN AJKUNIĆ,person,SDA,2022,,,
4994.5,,2022-12-31,ERDAL SELMANOVIĆ,person,SDA,2022,,,
4990.0,,2022-08-24,NEDŽAD PALALIJA,person,NAROD I PRAVDA,2022,,,
4976.0,,2022-11-02,AMRA JUPIĆ,person,SBB BIH,2022,,,
4966.0,,2022-11-02,ENIS MUJEZINOVIĆ,person,SBB BIH,2022,,,
4950.49,,2022-11-02,DRAGAN LJUBINKOVIĆ,person,REPUBLIČKA STRANKA SRPSKE,2022,,,
4950.0,,2022-11-02,ADI OMANOVIĆ,person,SBB BIH,2022,,,
4950.0,,2022-11-02,VAHIDIN OMANOVIĆ,person,SBB BIH,2022,,,
4900.0,,2022-12-31,DARMIN PAPIĆ,person,A-sda,2022,,,
4900.0,,2022-11-10,ELVEDIN OKERIĆ,person,NAROD I PRAVDA,2022,,,
4900.0,,2022-09-06,BOJANA ĆIBIĆ,person,NARODNA PARTIJA SRPSKE-DARKO BANJAC,2022,,,
4900.0,,2022-12-31,MIRZA GLUHIĆ,person,SDA,2022,,,
4900.0,,2022-12-31,SAIMA TURKOVIĆ,person,SDA,2022,,,
4900.0,,2022-12-31,SEDAD DEDIĆ,person,SDA,2022,,,
4900.0,,2022-12-31,SENAD OSMANOVIĆ,person,SDA,2022,,,
4876.87,,2022-09-12,MLADEN IVANIĆ,person,PDP,2022,,,
4861.65,,2022-12-31,EDIN ALIEFENDIĆ,person,SDA,2022,,,
4857.3,,2022-12-31,DŽEMAL MEMAGIĆ,person,SDA,2022,,,
4850.0,,2022-08-30,SALKO SALKIĆ,person,NAROD I PRAVDA,2022,,,
4850.0,,2022-12-31,HAJRUDIN MEHMANOVIĆ,person,SDA,2022,,,
4800.0,,2022-12-31,BAHRUDIN AHMETAGIĆ,person,SDA,2022,,,
4800.0,,2022-12-31,IVICA ŠARIĆ,person,SDA,2022,,,
4800.0,,2022-12-31,MIGDAD HASANOVIĆ,person,SDA,2022,,,
4800.0,,2022-12-31,MIRSAD HOŠIĆ,person,SDA,2022,,,
4660.0,,2022-12-31,RIFAT ČABRIĆ,person,SBB BIH,2022,,,
4650.0,,2022-08-31,EMINA SMAJO SAVIĆ,person,NAŠA STRANKA,2022,,,
4619.5,,2022-05-18,RAJKO PAPOVIĆ,person,PRVA SRPSKA DEMOKRATSKA STRANKA,2022,,,
4600.0,,2022-08-31,ENSAR MULAOSMANOVIĆ,person,NAROD I PRAVDA,2022,,,
4550.0,,2022-05-19,NEMANJA JANKOVIĆ,person,POKRET USPJEŠNA SRPSKA,2022,,,
4510.0,,2022-05-19,ALEKSANDAR STEVANOVIĆ,person,POKRET USPJEŠNA SRPSKA,2022,,,
4500.0,,2022-04-08,NENAD NEŠIĆ,person,DNS,2022,,,
4500.0,,2022-04-08,RANKO BIJELICA,person,DNS,2022,,,
4500.0,,2022-08-25,AMINA RAMIĆ,person,NAROD I PRAVDA,2022,,,
4500.0,,2022-09-22,ELMEDIN KONAKOVIĆ,person,NAROD I PRAVDA,2022,,,
4500.0,,2022-08-31,EMIR BIČO,person,NAROD I PRAVDA,2022,,,
